id;time_start;time_end;act;V01;V02;V03;V04;V05;V06;V07;V08;V09;V10;V11;objective
709;22/06/2003;9/11/2003;func_243;cat_2;cat_04;cat_206;cat_1;cat_01;cat_7;cat_5;0.04;1;0.67;0.2738196;0.207527624
1062;1/02/2001;9/10/2002;func_000;cat_7;cat_04;cat_261;cat_2;cat_01;cat_4;cat_2;0.36;0.8;0.5;0.2699333;0.666174857
208;15/01/2005;30/07/2005;func_155;cat_3;cat_20;cat_371;cat_2;cat_01;cat_3;cat_2;0.08;1;0.33;0.1795719;0.251812496
1081;24/03/2003;24/03/2003;func_005;cat_4;cat_04;cat_164;cat_2;cat_01;cat_7;cat_3;0;1;0.25;0.154166;0.035012631
21;3/07/2004;22/05/2005;func_027;cat_2;cat_04;cat_096;cat_2;cat_01;cat_4;cat_2;0.04;1;0.58;0.2529111;0.37419429
475;18/02/2005;29/01/2006;func_000;cat_3;cat_13;cat_373;cat_2;cat_01;cat_4;cat_2;0.12;0.8;0.33;0.1841752;0.397233571
475;29/01/2006;29/12/2006;func_162;cat_3;cat_13;cat_373;cat_2;cat_01;cat_4;cat_2;0.12;0.8;0.33;0.1841752;0.385662712
475;9/10/2004;18/02/2005;func_216;cat_2;cat_13;cat_379;cat_2;cat_01;cat_4;cat_2;0.12;1;0.42;0.2391497;0.201858134
13;3/03/2003;29/04/2004;func_000;cat_2;cat_04;cat_163;cat_2;cat_01;cat_1;cat_4;0.52;1;0.58;0.2751405;0.481324247
13;24/12/2002;24/12/2002;func_052;cat_2;cat_04;cat_163;cat_2;cat_01;cat_1;cat_4;0.52;1;0.58;0.2751405;0.074153278
13;24/12/2002;3/03/2003;func_223;cat_2;cat_04;cat_163;cat_2;cat_01;cat_1;cat_4;0.56;1;0.67;0.2935869;0.16093345
1004;22/02/2001;22/02/2001;func_000;cat_7;cat_04;cat_098;cat_2;cat_01;cat_1;cat_5;0;1;0.58;0.256481;0.051370962
1004;22/02/2001;30/06/2001;func_002;cat_7;cat_04;cat_098;cat_2;cat_01;cat_1;cat_5;0;1;0.58;0.256481;0.199012832
1004;30/06/2001;11/09/2002;func_196;cat_7;cat_04;cat_098;cat_2;cat_01;cat_1;cat_5;0.04;1;0.58;0.2667817;0.498142734
76;10/08/2004;17/04/2006;func_000;cat_2;cat_09;cat_256;cat_2;cat_01;cat_4;cat_2;0.68;0.8;0.42;0.2158725;0.666513062
76;24/12/2002;10/08/2004;func_216;cat_2;cat_09;cat_256;cat_2;cat_01;cat_4;cat_2;0.68;0.8;0.42;0.2158725;0.649459249
334;7/08/2003;10/04/2005;func_000;cat_7;cat_04;cat_219;cat_2;cat_01;cat_4;cat_2;0.32;1;0.5;0.2251464;0.663591047
334;24/12/2002;7/08/2003;func_056;cat_7;cat_04;cat_219;cat_2;cat_01;cat_4;cat_2;0.32;1;0.5;0.2251464;0.27831343
9;20/03/2001;3/06/2002;func_000;cat_2;cat_04;cat_199;cat_2;cat_01;cat_2;cat_2;0.76;1;0.42;0.2331752;0.499041232
1118;3/06/2002;8/02/2004;func_000;cat_2;cat_10;cat_421;cat_2;cat_01;cat_4;cat_3;0.68;0.8;0.42;0.2158725;0.666513062
1118;24/12/2002;4/08/2004;func_216;cat_2;cat_10;cat_421;cat_2;cat_01;cat_4;cat_3;0.68;0.8;0.42;0.2158725;0.64474275
913;16/04/2004;20/12/2005;func_000;cat_2;cat_04;cat_186;cat_2;cat_01;cat_2;cat_3;0.52;1;0.33;0.1734869;0.664874152
913;24/12/2002;16/04/2004;func_163;cat_2;cat_04;cat_186;cat_2;cat_01;cat_2;cat_3;0.52;1;0.33;0.1734869;0.540120933
385;18/03/2005;26/08/2006;func_000;cat_7;cat_04;cat_092;cat_1;cat_01;cat_4;cat_3;0.16;0.8;0.75;0.2754915;0.587354075
385;24/12/2002;19/12/2003;func_044;cat_7;cat_04;cat_092;cat_1;cat_01;cat_4;cat_3;0.16;0.8;0.75;0.2754915;0.413012262
385;19/12/2003;18/03/2005;func_163;cat_2;cat_04;cat_092;cat_1;cat_01;cat_4;cat_3;0.08;0.8;0.33;0.2572503;0.516014653
214;23/04/2001;6/09/2002;func_000;cat_2;cat_03;cat_365;cat_2;cat_01;cat_4;cat_3;0.24;0.8;0.42;0.1960784;0.562437767
214;6/09/2002;29/03/2004;func_174;cat_2;cat_03;cat_365;cat_2;cat_01;cat_4;cat_3;0.24;0.8;0.42;0.1960784;0.628976962
1172;6/05/2001;20/07/2002;func_000;cat_7;cat_04;cat_171;cat_2;cat_01;cat_7;cat_2;0.36;0.6;0.42;0.2419732;0.499508191
1222;20/07/2002;26/03/2004;func_000;cat_2;cat_11;cat_124;cat_1;cat_01;cat_4;cat_3;0.64;1;0.42;0.1900667;0.666513062
1222;24/12/2002;20/07/2004;func_216;cat_2;cat_11;cat_124;cat_1;cat_01;cat_4;cat_3;0.64;1;0.42;0.1900667;0.631654036
1002;8/07/2003;14/03/2005;func_000;cat_3;cat_02;cat_154;cat_2;cat_01;cat_2;cat_2;0.48;1;0.33;0.170949;0.666513062
1002;24/12/2002;8/07/2003;func_158;cat_3;cat_02;cat_154;cat_2;cat_01;cat_2;cat_2;0.48;1;0.33;0.170949;0.251619119
857;16/05/2005;20/01/2007;func_000;cat_2;cat_04;cat_260;cat_1;cat_01;cat_4;cat_2;0.4;1;0.58;0.2105621;0.665821234
857;24/12/2002;22/04/2003;func_095;cat_2;cat_04;cat_260;cat_1;cat_01;cat_4;cat_2;0.4;1;0.58;0.2105621;0.192240218
857;13/09/2003;16/05/2005;func_196;cat_7;cat_04;cat_260;cat_1;cat_01;cat_4;cat_2;0.2;1;0.67;0.2865667;0.663338406
857;22/04/2003;13/09/2003;func_242;cat_2;cat_04;cat_260;cat_1;cat_01;cat_4;cat_2;0.4;1;0.67;0.2181144;0.210940154
277;30/05/2001;13/08/2002;func_000;cat_7;cat_02;cat_070;cat_1;cat_01;cat_3;cat_3;0.36;1;0.5;0.2472157;0.499508191
180;13/08/2002;6/01/2004;func_000;cat_2;cat_05;cat_466;cat_2;cat_01;cat_4;cat_2;0.12;0.8;0.33;0.1539908;0.573065141
180;24/12/2002;1/09/2003;func_157;cat_2;cat_05;cat_466;cat_2;cat_01;cat_4;cat_2;0.12;0.8;0.33;0.1539908;0.301406879
180;1/09/2003;19/02/2005;func_168;cat_2;cat_03;cat_466;cat_2;cat_01;cat_4;cat_5;0.24;1;0.5;0.1776163;0.598205799
935;6/05/2006;1/04/2007;func_000;cat_2;cat_21;cat_467;cat_1;cat_01;cat_4;cat_2;0.04;1;0.67;0.2601595;0.381037614
935;8/06/2004;25/07/2005;func_131;cat_2;cat_05;cat_467;cat_1;cat_01;cat_4;cat_5;0.28;1;0.75;0.3244575;0.468637703
935;30/07/2003;8/06/2004;func_136;cat_2;cat_05;cat_467;cat_1;cat_01;cat_4;cat_5;0.16;1;0.75;0.3000137;0.365351334
935;25/07/2005;6/05/2006;func_239;cat_2;cat_21;cat_467;cat_1;cat_01;cat_4;cat_2;0.04;1;0.67;0.2601595;0.336083833
935;16/03/2003;30/07/2003;func_243;cat_2;cat_05;cat_467;cat_1;cat_01;cat_4;cat_5;0.16;1;0.67;0.2883961;0.204740057
1212;8/05/2004;12/01/2006;func_000;cat_2;cat_07;cat_441;cat_2;cat_01;cat_4;cat_5;0.56;1;0.42;0.2127203;0.666234227
1212;24/12/2002;8/05/2004;func_216;cat_2;cat_07;cat_441;cat_2;cat_01;cat_4;cat_5;0.56;1;0.42;0.2127203;0.562437767
675;15/02/2004;23/01/2005;func_057;cat_7;cat_04;cat_458;cat_2;cat_01;cat_4;cat_4;0.12;1;0.67;0.3494732;0.395824743
479;15/06/2001;29/08/2002;func_000;cat_7;cat_04;cat_047;cat_1;cat_01;cat_1;cat_2;0.36;1;0.75;0.4175059;0.499508191
36;29/08/2002;12/11/2003;func_000;cat_2;cat_04;cat_444;cat_2;cat_03;cat_1;cat_3;0.64;1;0.58;0.5844209;0.499369112
36;12/11/2003;13/01/2005;func_113;cat_2;cat_04;cat_444;cat_2;cat_03;cat_1;cat_3;0.64;1;0.58;0.5844209;0.486523023
36;9/10/2004;17/12/2004;func_198;cat_4;cat_04;cat_444;cat_2;cat_03;cat_1;cat_3;0.08;0.8;0.5;0.3009105;0.16093345
1011;6/12/2003;9/08/2005;func_000;cat_7;cat_04;cat_165;cat_2;cat_01;cat_4;cat_3;0;1;0.42;0.2167242;0.664461046
1011;16/03/2003;10/07/2003;func_119;cat_7;cat_04;cat_165;cat_2;cat_01;cat_4;cat_2;0.36;1;0.5;0.3038327;0.190379603
1011;10/07/2003;6/12/2003;func_119;cat_7;cat_04;cat_165;cat_2;cat_01;cat_4;cat_3;0;1;0.42;0.2167242;0.214370948
1123;23/09/2004;20/10/2005;func_216;cat_2;cat_07;cat_439;cat_2;cat_01;cat_4;cat_3;0.12;0.9;0.42;0.2762745;0.448344788
457;28/07/2001;4/04/2003;func_000;cat_4;cat_04;cat_257;cat_2;cat_01;cat_2;cat_3;0.8;1;0.33;0.2162706;0.666513062
165;3/08/2001;17/10/2002;func_000;cat_2;cat_04;cat_234;cat_2;cat_01;cat_2;cat_2;0.8;0.8;0.58;0.2966699;0.499846395
143;17/10/2002;18/05/2004;func_101;cat_7;cat_04;cat_198;cat_2;cat_01;cat_4;cat_5;0.24;1;0.58;0.289398;0.636642677
143;27/11/2004;30/04/2005;func_212;cat_7;cat_04;cat_198;cat_2;cat_01;cat_4;cat_5;0.28;1;0.67;0.3020059;0.218290743
349;22/06/2003;24/05/2004;func_094;cat_2;cat_04;cat_164;cat_2;cat_01;cat_1;cat_2;0.2;0.8;0.58;0.2598359;0.388353237
349;22/06/2003;22/06/2003;func_160;cat_2;cat_04;cat_164;cat_2;cat_01;cat_1;cat_2;0;0.8;0.42;0.2126621;0.025706841
1015;24/05/2004;7/08/2005;func_000;cat_2;cat_04;cat_159;cat_1;cat_01;cat_2;cat_2;0.68;1;0.58;0.3016987;0.499846395
1015;21/08/2004;21/08/2004;func_025;cat_2;cat_04;cat_159;cat_1;cat_01;cat_2;cat_2;0.68;1;0.67;0.3235294;0.025640114
1015;21/08/2004;15/10/2005;func_052;cat_2;cat_04;cat_159;cat_1;cat_01;cat_2;cat_2;0.68;1;0.58;0.3016987;0.478076084
319;1/04/2005;7/12/2006;func_000;cat_4;cat_12;cat_065;cat_2;cat_01;cat_4;cat_2;0.44;1;0.67;0.2508163;0.666513062
319;18/09/2004;1/04/2005;func_125;cat_4;cat_15;cat_065;cat_2;cat_01;cat_4;cat_2;0.68;1;0.75;0.3303614;0.251426092
319;13/05/2003;18/09/2004;func_143;cat_4;cat_15;cat_065;cat_2;cat_01;cat_4;cat_2;0.6;1;0.75;0.3002902;0.555731023
319;24/12/2002;13/05/2003;func_210;cat_4;cat_12;cat_065;cat_2;cat_01;cat_4;cat_2;0.44;1;0.67;0.2508163;0.207630541
518;24/12/2002;5/03/2004;func_000;cat_7;cat_04;cat_267;cat_1;cat_01;cat_1;cat_3;0.32;1;0.5;0.2623706;0.496671739
518;24/12/2002;24/12/2002;func_056;cat_7;cat_04;cat_267;cat_1;cat_01;cat_1;cat_3;0.32;1;0.5;0.2623706;0.023712937
783;6/06/2003;9/03/2004;func_242;cat_2;cat_04;cat_133;cat_1;cat_01;cat_4;cat_4;0.08;1;0.67;0.2062595;0.327301264
431;24/08/2001;1/05/2003;func_000;cat_7;cat_04;cat_208;cat_2;cat_01;cat_4;cat_2;0.36;0.8;0.67;0.3464314;0.666174857
497;17/10/2003;24/03/2004;func_000;cat_2;cat_10;cat_083;cat_1;cat_01;cat_1;cat_4;0.04;1;0.58;0.239783;0.222086553
497;24/03/2004;24/02/2005;func_041;cat_4;cat_10;cat_083;cat_1;cat_01;cat_1;cat_4;0.04;1;0.58;0.2522366;0.388827677
497;1/05/2003;17/10/2003;func_113;cat_2;cat_10;cat_083;cat_1;cat_01;cat_1;cat_4;0.04;1;0.58;0.239783;0.230414365
497;23/09/2004;23/09/2004;func_125;cat_4;cat_10;cat_083;cat_1;cat_01;cat_1;cat_3;0.28;0.8;0.75;0.3528863;0.097825671
497;23/09/2004;23/09/2004;func_210;cat_4;cat_10;cat_083;cat_1;cat_01;cat_1;cat_3;0.2;0.8;0.67;0.3198516;0.111409363
276;23/08/2007;15/09/2008;func_000;cat_2;cat_17;cat_415;cat_2;cat_01;cat_4;cat_2;0.24;0.8;0.33;0.5604608;0.444742696
276;3/07/2004;3/06/2005;func_177;cat_2;cat_07;cat_415;cat_2;cat_01;cat_4;cat_2;0.08;0.8;0.33;0.219232;0.386337337
276;2/06/2006;23/08/2007;func_177;cat_2;cat_17;cat_415;cat_2;cat_01;cat_4;cat_2;0.24;0.8;0.33;0.5604608;0.506628895
276;3/06/2005;2/06/2006;func_187;cat_3;cat_17;cat_415;cat_2;cat_01;cat_4;cat_2;0.16;0.8;0.42;0.2057281;0.418285786
1166;15/05/2004;20/01/2006;func_000;cat_2;cat_07;cat_426;cat_2;cat_01;cat_4;cat_2;0.44;0.9;0.67;0.2648314;0.666513062
1166;5/01/2004;15/05/2004;func_131;cat_2;cat_07;cat_426;cat_2;cat_01;cat_4;cat_2;0.6;1;0.75;0.3116268;0.20176861
1166;19/06/2006;7/06/2007;func_136;cat_2;cat_07;cat_426;cat_2;cat_01;cat_4;cat_2;0.56;1;0.75;0.3051542;0.406398474
1166;20/01/2006;19/06/2006;func_239;cat_2;cat_07;cat_426;cat_2;cat_01;cat_4;cat_2;0.44;0.9;0.67;0.2648314;0.214370948
281;5/09/2001;5/09/2001;func_000;cat_7;cat_04;cat_230;cat_1;cat_01;cat_1;cat_2;0;1;0.67;0.2648314;0.051370962
281;5/09/2001;2/09/2002;func_032;cat_7;cat_04;cat_230;cat_1;cat_01;cat_1;cat_2;0;1;0.67;0.2648314;0.414854171
281;2/09/2002;12/08/2003;func_196;cat_7;cat_04;cat_230;cat_1;cat_01;cat_1;cat_2;0.2;1;0.67;0.3023569;0.395996952
322;25/08/2005;25/08/2005;func_007;cat_2;cat_08;cat_353;cat_1;cat_01;cat_7;cat_4;0;1;0.42;0.2415686;0.023712937
630;13/09/2001;27/11/2002;func_000;cat_2;cat_08;cat_379;cat_2;cat_01;cat_2;cat_2;0.8;1;0.42;0.2313634;0.499791253
389;13/09/2001;20/11/2001;func_000;cat_7;cat_04;cat_168;cat_2;cat_01;cat_1;cat_2;0.08;0.8;0.5;0.2602536;0.160037772
389;24/04/2002;1/05/2003;func_101;cat_7;cat_04;cat_168;cat_2;cat_01;cat_1;cat_2;0.2;1;0.58;0.2738026;0.426364313
389;20/11/2001;24/04/2002;func_253;cat_7;cat_04;cat_168;cat_2;cat_01;cat_1;cat_2;0.08;0.8;0.5;0.2602536;0.218996046
535;14/09/2001;15/02/2003;func_000;cat_4;cat_09;cat_229;cat_2;cat_01;cat_7;cat_4;0.32;0.8;0.33;0.1976484;0.581714214
535;15/02/2003;28/08/2004;func_119;cat_4;cat_09;cat_229;cat_2;cat_01;cat_7;cat_4;0.32;0.8;0.33;0.1976484;0.619198316
234;19/04/2003;21/12/2004;func_000;cat_7;cat_01;cat_297;cat_2;cat_01;cat_4;cat_3;0.32;0.8;0.58;0.2687196;0.663840063
234;24/12/2002;19/04/2003;func_002;cat_7;cat_01;cat_297;cat_2;cat_01;cat_4;cat_3;0.32;0.8;0.58;0.2687196;0.190379603
1162;22/09/2001;5/12/2002;func_000;cat_7;cat_04;cat_180;cat_1;cat_01;cat_1;cat_2;0.36;1;0.67;0.3827922;0.499508191
880;5/12/2002;11/08/2004;func_000;cat_2;cat_04;cat_191;cat_2;cat_01;cat_4;cat_2;0.64;0.8;0.58;0.2469961;0.666513062
880;10/05/2005;20/11/2006;func_052;cat_2;cat_04;cat_191;cat_2;cat_01;cat_4;cat_2;0.64;0.8;0.58;0.2469961;0.618962386
880;31/05/2004;10/05/2005;func_196;cat_4;cat_04;cat_191;cat_2;cat_01;cat_4;cat_2;0;0.8;0.58;0.2685739;0.396164867
450;27/01/2005;11/07/2005;func_000;cat_4;cat_04;cat_098;cat_1;cat_01;cat_4;cat_2;0.24;1;0.5;0.2195791;0.226412105
450;27/05/2003;27/01/2005;func_002;cat_7;cat_02;cat_098;cat_1;cat_01;cat_4;cat_2;0;1;0.58;0.2325993;0.663045517
450;24/12/2002;27/05/2003;func_106;cat_4;cat_04;cat_098;cat_1;cat_01;cat_4;cat_2;0.24;1;0.5;0.2195791;0.218290743
220;24/12/2002;29/12/2003;func_000;cat_4;cat_09;cat_232;cat_2;cat_01;cat_1;cat_3;0.24;1;0.67;0.2901804;0.423923153
220;24/12/2002;24/12/2002;func_210;cat_4;cat_09;cat_232;cat_2;cat_01;cat_1;cat_3;0.24;1;0.67;0.2901804;0.118687679
1114;6/05/2006;9/12/2007;func_000;cat_1;cat_01;cat_297;cat_1;cat_01;cat_4;cat_1;0.44;1;0.5;0.2289065;0.639023501
1114;1/11/2004;6/05/2006;func_179;cat_1;cat_01;cat_297;cat_1;cat_01;cat_4;cat_1;0.44;1;0.5;0.2289065;0.61124678
1114;15/05/2004;1/11/2004;func_209;cat_1;cat_04;cat_297;cat_1;cat_01;cat_4;cat_5;0.48;1;0.67;0.2494569;0.230719756
325;26/09/2001;24/09/2002;func_000;cat_7;cat_04;cat_196;cat_1;cat_01;cat_4;cat_3;0.12;1;0.67;0.2932288;0.417009132
325;2/10/2003;14/12/2004;func_020;cat_7;cat_04;cat_196;cat_1;cat_01;cat_4;cat_3;0.24;1;0.67;0.3282523;0.497862727
325;24/09/2002;2/10/2003;func_212;cat_7;cat_04;cat_196;cat_1;cat_01;cat_4;cat_3;0.12;1;0.67;0.2932288;0.427618557
485;28/07/2004;11/10/2005;func_000;cat_2;cat_09;cat_226;cat_2;cat_01;cat_1;cat_5;0.64;1;0.42;0.2287582;0.499600563
485;28/07/2004;28/07/2004;func_052;cat_2;cat_04;cat_226;cat_2;cat_01;cat_1;cat_5;0.68;1;0.58;0.2359732;0.032346166
485;11/10/2005;29/11/2006;func_216;cat_2;cat_09;cat_226;cat_2;cat_01;cat_1;cat_5;0.64;1;0.42;0.2287582;0.472285199
1206;24/12/2002;19/04/2003;func_106;cat_4;cat_12;cat_232;cat_1;cat_01;cat_4;cat_2;0.16;1;0.5;0.2145373;0.190379603
1088;30/09/2001;6/06/2003;func_000;cat_7;cat_04;cat_099;cat_2;cat_01;cat_4;cat_3;0.36;1;0.42;0.2460281;0.666174857
174;9/12/2003;24/09/2004;func_000;cat_7;cat_04;cat_191;cat_2;cat_01;cat_2;cat_2;0.12;0.6;0.42;0.2148961;0.339663962
174;24/12/2002;9/12/2003;func_093;cat_7;cat_04;cat_191;cat_2;cat_01;cat_2;cat_2;0.16;0.6;0.42;0.2189144;0.402819446
174;24/09/2004;24/09/2004;func_188;cat_7;cat_04;cat_191;cat_2;cat_01;cat_2;cat_2;0.32;0.6;0.42;0.2420065;0.059601461
174;24/12/2002;24/12/2002;func_189;cat_7;cat_04;cat_191;cat_2;cat_01;cat_2;cat_2;0.12;0.6;0.42;0.2148961;0.037977134
973;8/10/2001;8/10/2001;func_000;cat_3;cat_17;cat_420;cat_2;cat_01;cat_2;cat_5;0.2;0.8;0.42;0.2065569;0.063900238
973;6/07/2002;30/07/2003;func_038;cat_3;cat_02;cat_420;cat_2;cat_01;cat_2;cat_5;0.32;0.8;0.42;0.2220111;0.44484955
973;8/10/2001;6/07/2002;func_089;cat_3;cat_17;cat_420;cat_2;cat_01;cat_2;cat_5;0.2;0.8;0.42;0.2065569;0.321572549
80;6/02/2004;6/02/2004;func_086;cat_7;cat_04;cat_048;cat_1;cat_01;cat_1;cat_2;0.08;1;0.83;0.4084967;0.111646763
80;6/02/2004;25/07/2004;func_213;cat_7;cat_04;cat_048;cat_1;cat_01;cat_1;cat_2;0.04;1;0.75;0.3684092;0.230566905
28;8/10/2001;2/04/2002;func_000;cat_3;cat_15;cat_443;cat_2;cat_01;cat_5;cat_2;0.08;1;0.33;0.170949;0.235451944
28;2/04/2002;6/12/2003;func_166;cat_3;cat_15;cat_443;cat_2;cat_01;cat_5;cat_2;0.08;1;0.33;0.170949;0.664960112
463;18/02/2005;18/07/2005;func_000;cat_2;cat_02;cat_089;cat_2;cat_01;cat_4;cat_4;0.2;1;0.67;0.236802;0.214370948
463;26/07/2003;18/02/2005;func_131;cat_2;cat_02;cat_089;cat_2;cat_01;cat_4;cat_2;0.36;1;0.75;0.2858157;0.631743139
463;16/03/2003;26/07/2003;func_136;cat_2;cat_02;cat_089;cat_2;cat_01;cat_4;cat_2;0.32;0.8;0.75;0.2794529;0.20176861
463;18/07/2005;6/07/2006;func_239;cat_2;cat_02;cat_089;cat_2;cat_01;cat_4;cat_4;0.2;1;0.67;0.236802;0.406398474
1020;12/10/2001;19/06/2003;func_000;cat_2;cat_09;cat_224;cat_2;cat_01;cat_4;cat_3;0.8;0.9;0.42;0.2277261;0.66650662
386;16/10/2001;15/06/2002;func_000;cat_2;cat_04;cat_187;cat_2;cat_01;cat_4;cat_4;0.12;0.8;0.58;0.2283268;0.2932124
386;15/06/2002;3/02/2005;func_002;cat_2;cat_04;cat_187;cat_2;cat_01;cat_4;cat_4;0.12;0.8;0.58;0.2283268;0.829712184
456;10/10/2005;6/03/2007;func_155;cat_3;cat_16;cat_322;cat_2;cat_01;cat_4;cat_2;0.04;1;0.33;0.2069908;0.574153278
456;14/03/2005;10/10/2005;func_187;cat_3;cat_19;cat_322;cat_2;cat_01;cat_4;cat_2;0.12;1;0.42;0.2260255;0.264492337
523;27/08/2003;27/08/2003;func_000;cat_7;cat_04;cat_094;cat_2;cat_01;cat_1;cat_3;0;1;0.58;0.231434;0.040963874
523;27/08/2003;27/08/2003;func_012;cat_7;cat_04;cat_094;cat_2;cat_01;cat_1;cat_3;0.04;0.8;0.67;0.2471477;0.044052872
523;7/02/2004;8/04/2005;func_196;cat_7;cat_04;cat_094;cat_2;cat_01;cat_1;cat_3;0.08;0.5;0.67;0.4993373;0.48423316
523;27/08/2003;27/08/2003;func_219;cat_7;cat_04;cat_094;cat_2;cat_01;cat_1;cat_3;0.32;0.8;0.58;0.2843046;0.055285025
523;27/08/2003;7/02/2004;func_252;cat_7;cat_04;cat_094;cat_2;cat_01;cat_1;cat_3;0;1;0.58;0.231434;0.226268128
583;17/10/2004;26/09/2005;func_024;cat_4;cat_02;cat_080;cat_2;cat_01;cat_1;cat_3;0.12;1;0.33;0.2253111;0.396164867
958;20/10/2001;3/01/2003;func_000;cat_2;cat_15;cat_152;cat_2;cat_01;cat_3;cat_2;0.4;1;0.42;0.2675163;0.499508191
824;21/10/2001;28/06/2003;func_000;cat_2;cat_04;cat_200;cat_2;cat_01;cat_4;cat_2;0.8;0.8;0.67;0.3201627;0.666513062
504;10/08/2003;14/10/2004;func_104;cat_7;cat_04;cat_172;cat_1;cat_01;cat_1;cat_2;0.28;1;0.75;0.4019203;0.489462383
1131;19/12/2003;5/01/2005;func_210;cat_4;cat_02;cat_212;cat_1;cat_01;cat_4;cat_2;0.12;1;0.67;0.3431601;0.437848637
689;3/10/2006;9/06/2008;func_000;cat_2;cat_04;cat_077;cat_2;cat_01;cat_4;cat_2;0.68;0.8;0.42;0.2445771;0.666392163
689;18/02/2005;3/10/2006;func_216;cat_2;cat_04;cat_077;cat_2;cat_01;cat_4;cat_2;0.68;0.8;0.42;0.2445771;0.647990913
689;6/09/2004;18/02/2005;func_228;cat_2;cat_04;cat_077;cat_2;cat_01;cat_4;cat_2;0.72;0.8;0.42;0.2531209;0.226268128
254;11/12/2003;17/06/2005;func_000;cat_3;cat_02;cat_140;cat_2;cat_01;cat_2;cat_3;0.28;1;0.33;0.1815301;0.613630654
254;12/06/2003;11/12/2003;func_008;cat_3;cat_02;cat_140;cat_2;cat_01;cat_7;cat_2;0.32;1;0.33;0.1860536;0.240647081
254;24/12/2002;12/06/2003;func_162;cat_3;cat_02;cat_140;cat_2;cat_01;cat_2;cat_3;0.28;1;0.33;0.1815301;0.230566905
164;9/04/2003;6/04/2004;func_105;cat_4;cat_04;cat_181;cat_2;cat_01;cat_4;cat_2;0.12;0.8;0.42;0.2220111;0.417009132
1220;5/09/2003;16/02/2004;func_080;cat_7;cat_04;cat_259;cat_1;cat_01;cat_1;cat_3;0.04;1;0.83;0.3757516;0.226268128
1220;12/05/2003;5/09/2003;func_121;cat_7;cat_04;cat_259;cat_1;cat_01;cat_1;cat_3;0.04;1;0.83;0.3757516;0.190379603
252;3/03/2007;7/11/2008;func_000;cat_2;cat_04;cat_382;cat_1;cat_01;cat_4;cat_3;0.68;1;0.42;0.2706791;0.666513062
252;19/07/2005;3/03/2007;func_216;cat_2;cat_04;cat_382;cat_1;cat_01;cat_4;cat_3;0.68;1;0.42;0.2706791;0.647990913
252;6/09/2004;19/07/2005;func_228;cat_2;cat_04;cat_382;cat_1;cat_01;cat_4;cat_3;0.76;1;0.42;0.2804797;0.366007775
183;12/05/2003;31/12/2004;func_212;cat_7;cat_04;cat_253;cat_2;cat_01;cat_4;cat_5;0.28;1;0.67;0.3431712;0.653261359
136;19/03/2004;30/12/2004;func_239;cat_4;cat_02;cat_079;cat_2;cat_01;cat_4;cat_6;0.08;1;0.5;0.2693209;0.336390852
1117;26/11/2003;25/11/2004;func_000;cat_2;cat_04;cat_206;cat_1;cat_01;cat_1;cat_2;0.2;1;0.75;0.295049;0.418468792
1117;24/12/2002;24/12/2002;func_114;cat_2;cat_04;cat_206;cat_1;cat_01;cat_1;cat_2;0.2;1;0.75;0.295049;0.025573551
1117;24/12/2002;26/11/2003;func_125;cat_2;cat_04;cat_206;cat_1;cat_01;cat_1;cat_2;0.36;1;0.75;0.3429092;0.388827677
1080;2/11/2001;16/01/2003;func_000;cat_2;cat_09;cat_232;cat_1;cat_01;cat_1;cat_2;0.8;1;0.58;0.330219;0.499846395
744;16/01/2003;26/12/2003;func_105;cat_4;cat_02;cat_156;cat_2;cat_01;cat_7;cat_2;0.16;0.8;0.42;0.2302614;0.395996952
744;7/04/2005;7/04/2005;func_107;cat_4;cat_02;cat_156;cat_2;cat_01;cat_7;cat_2;0.2;0.8;0.42;0.2324484;0.040860957
744;16/01/2003;16/01/2003;func_174;cat_2;cat_02;cat_137;cat_2;cat_01;cat_7;cat_2;0;1;0.42;0.1994752;0.027786611
659;2/11/2001;8/07/2004;func_000;cat_2;cat_04;cat_064;cat_2;cat_01;cat_4;cat_5;0.76;1;0.33;0.2223105;0.832879053
491;23/04/2004;29/12/2005;func_000;cat_2;cat_04;cat_223;cat_1;cat_01;cat_4;cat_2;0.6;1;0.67;0.279932;0.666513062
491;24/12/2002;23/04/2004;func_242;cat_2;cat_04;cat_223;cat_1;cat_01;cat_4;cat_2;0.6;1;0.67;0.279932;0.547978988
995;19/10/2003;1/01/2005;func_000;cat_2;cat_09;cat_260;cat_2;cat_01;cat_1;cat_2;0.44;0.8;0.5;0.2111569;0.499843422
995;24/12/2002;24/12/2002;func_002;cat_2;cat_04;cat_260;cat_2;cat_01;cat_1;cat_2;0.48;0.8;0.58;0.2325993;0.104681686
995;24/12/2002;19/10/2003;func_046;cat_7;cat_04;cat_260;cat_2;cat_01;cat_1;cat_2;0.08;0.8;0.67;0.271102;0.348481426
995;24/12/2002;24/12/2002;func_168;cat_2;cat_09;cat_260;cat_2;cat_01;cat_1;cat_2;0.44;0.8;0.5;0.2111569;0.027714801
30;2/11/2001;2/11/2001;func_000;cat_7;cat_04;cat_203;cat_1;cat_01;cat_1;cat_3;0.04;1;0.67;0.3464314;0.027786611
30;2/11/2001;9/07/2003;func_012;cat_7;cat_04;cat_203;cat_1;cat_01;cat_1;cat_3;0.04;1;0.67;0.3464314;0.66603405
