id;time_start;time_end;act;V01;V02;V03;V04;V05;V06;V07;V08;V09;V10;V11;objective
876;30/12/2005;20/11/2006;func_089;cat_3;cat_02;cat_129;cat_2;cat_01;cat_4;cat_2;0.24;0.6;0.42;0.1624176;0.376270432
876;12/11/2003;30/12/2005;func_187;cat_3;cat_02;cat_129;cat_2;cat_01;cat_4;cat_2;0.32;0.6;0.42;0.172068;0.769280244
1046;1/01/2000;10/03/2001;func_000;cat_2;cat_05;cat_465;cat_2;cat_01;cat_4;cat_3;0.12;1;0.33;0.1726928;0.493371105
1046;10/03/2001;9/11/2002;func_177;cat_2;cat_05;cat_465;cat_2;cat_01;cat_4;cat_3;0.12;1;0.33;0.1726928;0.661650111
1050;9/11/2002;24/07/2004;func_177;cat_2;cat_05;cat_451;cat_2;cat_01;cat_4;cat_3;0.16;1;0.33;0.170115;0.672997295
1050;6/03/2005;2/08/2005;func_216;cat_2;cat_05;cat_451;cat_2;cat_01;cat_4;cat_3;0.16;1;0.42;0.1813725;0.214489306
1111;17/01/2003;20/12/2003;func_151;cat_3;cat_02;cat_137;cat_1;cat_01;cat_7;cat_3;0.04;1;0.33;0.1365641;0.38875322
510;22/03/2005;27/03/2006;func_177;cat_2;cat_03;cat_358;cat_2;cat_01;cat_4;cat_4;0.12;0.75;0.33;0.1843105;0.424648295
510;20/12/2003;31/12/2004;func_216;cat_2;cat_03;cat_358;cat_2;cat_01;cat_4;cat_3;0.08;0.8;0.33;0.1805889;0.430943605
992;14/09/2004;2/10/2005;func_177;cat_2;cat_10;cat_138;cat_2;cat_01;cat_1;cat_4;0.12;0.8;0.33;0.2004007;0.438188604
650;3/06/2005;30/09/2005;func_155;cat_3;cat_02;cat_091;cat_2;cat_01;cat_1;cat_4;0;1;0.33;0.1437908;0.192373507
346;22/08/2004;30/04/2005;func_000;cat_7;cat_04;cat_105;cat_1;cat_01;cat_4;cat_3;0.08;1;0.5;0.1763928;0.301406879
346;29/04/2004;22/08/2004;func_101;cat_7;cat_04;cat_110;cat_1;cat_01;cat_4;cat_2;0.32;1;0.58;0.2206895;0.190379603
346;10/04/2006;8/04/2007;func_219;cat_7;cat_04;cat_105;cat_1;cat_01;cat_4;cat_4;0.16;1;0.58;0.2;0.416666667
346;30/04/2005;10/04/2006;func_252;cat_7;cat_04;cat_105;cat_1;cat_01;cat_4;cat_3;0.08;1;0.5;0.1763928;0.396845344
986;6/05/2004;10/05/2004;func_000;cat_2;cat_04;cat_192;cat_1;cat_01;cat_7;cat_2;0.08;1;0.42;0.1770549;0.126545734
986;10/05/2004;7/11/2004;func_052;cat_2;cat_04;cat_192;cat_1;cat_01;cat_7;cat_2;0.08;1;0.42;0.1770549;0.239731808
986;7/11/2004;7/11/2004;func_189;cat_7;cat_04;cat_192;cat_1;cat_01;cat_7;cat_2;0.08;1;0.42;0.1878026;0.025507152
986;6/05/2004;6/05/2004;func_224;cat_7;cat_04;cat_191;cat_1;cat_01;cat_7;cat_2;0.28;1;0.58;0.237251;0.044384169
986;7/11/2004;26/09/2005;func_226;cat_7;cat_04;cat_192;cat_1;cat_01;cat_7;cat_2;0.12;1;0.42;0.1899248;0.373971473
1122;17/02/2005;17/02/2005;func_241;cat_2;cat_16;cat_306;cat_2;cat_01;cat_7;cat_4;0;1;0.67;0.2645758;0.035012631
195;12/07/2006;6/07/2007;func_000;cat_3;cat_16;cat_302;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1524359;0.412645925
195;12/05/2003;18/01/2004;func_039;cat_3;cat_16;cat_302;cat_2;cat_01;cat_4;cat_3;0.12;1;0.33;0.1566627;0.301406879
195;18/01/2004;22/07/2005;func_043;cat_3;cat_16;cat_331;cat_2;cat_01;cat_4;cat_3;0.2;1;0.42;0.1662627;0.611516217
195;22/07/2005;12/07/2006;func_166;cat_3;cat_16;cat_302;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1524359;0.407486611
777;17/10/2004;24/04/2005;func_155;cat_3;cat_05;cat_387;cat_2;cat_01;cat_3;cat_2;0.08;1;0.33;0.1615327;0.245979259
35;30/12/2004;15/11/2005;func_177;cat_2;cat_03;cat_368;cat_2;cat_01;cat_6;cat_3;0.04;1;0.33;0.1745882;0.371406723
817;31/12/2003;23/01/2005;func_000;cat_7;cat_04;cat_164;cat_1;cat_01;cat_1;cat_2;0.2;1;0.58;0.229951;0.444580114
817;24/12/2002;31/12/2003;func_101;cat_7;cat_04;cat_164;cat_1;cat_01;cat_1;cat_2;0.2;1;0.58;0.229951;0.426364313
719;28/12/2003;28/12/2004;func_113;cat_2;cat_18;cat_272;cat_2;cat_01;cat_1;cat_4;0.2;0.8;0.58;0.2382046;0.420687408
135;1/01/2000;10/03/2001;func_000;cat_2;cat_11;cat_093;cat_2;cat_01;cat_4;cat_4;0.28;1;0.33;0.1620059;0.493371105
135;10/03/2001;9/11/2002;func_177;cat_2;cat_11;cat_093;cat_2;cat_01;cat_4;cat_4;0.28;1;0.33;0.1620059;0.661650111
172;2/12/2003;3/02/2005;func_000;cat_3;cat_02;cat_120;cat_1;cat_01;cat_7;cat_4;0.24;1;0.33;0.1532118;0.487609931
172;9/11/2002;22/05/2003;func_040;cat_3;cat_02;cat_120;cat_1;cat_01;cat_7;cat_4;0.36;1;0.42;0.1680288;0.250342466
172;22/05/2003;2/12/2003;func_158;cat_3;cat_02;cat_120;cat_1;cat_01;cat_7;cat_4;0.24;1;0.33;0.1532118;0.250342466
172;17/10/2004;17/10/2004;func_192;cat_3;cat_02;cat_120;cat_1;cat_01;cat_7;cat_2;0.48;1;0.5;0.1934641;0.025706841
8;19/04/2003;18/02/2004;func_000;cat_7;cat_04;cat_410;cat_2;cat_01;cat_7;cat_3;0.08;1;0.33;0.1539908;0.355276067
8;24/12/2002;19/04/2003;func_163;cat_7;cat_04;cat_410;cat_2;cat_01;cat_7;cat_3;0.08;1;0.33;0.1539908;0.190379603
416;19/03/2004;23/01/2005;func_039;cat_3;cat_04;cat_039;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1633987;0.361119944
416;23/01/2005;12/01/2006;func_155;cat_3;cat_04;cat_039;cat_2;cat_01;cat_4;cat_3;0.08;1;0.33;0.1682686;0.407141218
901;28/11/2004;30/11/2005;func_014;cat_7;cat_04;cat_168;cat_2;cat_01;cat_1;cat_2;0.16;1;0.58;0.2255667;0.421052377
901;19/07/2004;28/11/2004;func_027;cat_2;cat_04;cat_168;cat_2;cat_01;cat_1;cat_2;0.04;0.8;0.58;0.2341588;0.201679297
1208;1/01/2000;10/03/2001;func_000;cat_2;cat_06;cat_105;cat_1;cat_01;cat_4;cat_3;0.2;1;0.33;0.159334;0.493371105
1208;10/03/2001;9/11/2002;func_177;cat_2;cat_06;cat_105;cat_1;cat_01;cat_4;cat_3;0.2;1;0.33;0.159334;0.661650111
1001;15/05/2004;17/11/2005;func_000;cat_2;cat_08;cat_396;cat_2;cat_01;cat_1;cat_2;0.24;0.8;0.33;0.1670562;0.61124678
1001;9/11/2002;27/04/2003;func_177;cat_2;cat_08;cat_396;cat_2;cat_01;cat_1;cat_2;0.24;0.8;0.33;0.1670562;0.229838401
1001;15/05/2004;15/05/2004;func_216;cat_2;cat_08;cat_396;cat_2;cat_01;cat_1;cat_2;0.36;1;0.42;0.1933719;0.023712937
999;12/05/2003;23/02/2004;func_187;cat_3;cat_15;cat_002;cat_2;cat_01;cat_4;cat_2;0.08;1;0.42;0.1624667;0.336698142
357;19/05/2005;27/03/2006;func_155;cat_3;cat_02;cat_089;cat_2;cat_01;cat_4;cat_2;0;0.6;0.33;0.1451569;0.363280098
29;19/04/2003;13/11/2004;func_000;cat_1;cat_01;cat_347;cat_1;cat_01;cat_4;cat_4;0.24;1;0.5;0.221751;0.631654036
29;24/12/2002;19/04/2003;func_056;cat_1;cat_01;cat_347;cat_1;cat_01;cat_4;cat_4;0.24;1;0.5;0.221751;0.190379603
396;9/04/2003;9/04/2003;func_101;cat_7;cat_04;cat_166;cat_1;cat_01;cat_1;cat_2;0;1;0.58;0.2112359;0.041067027
396;5/12/2003;8/12/2003;func_101;cat_7;cat_04;cat_166;cat_1;cat_01;cat_1;cat_2;0.24;0.8;0.58;0.2548451;0.126286955
396;9/04/2003;5/12/2003;func_247;cat_7;cat_04;cat_166;cat_1;cat_01;cat_1;cat_2;0.16;1;0.58;0.229951;0.291062986
516;19/06/2005;30/05/2006;func_000;cat_5;cat_02;cat_147;cat_2;cat_01;cat_4;cat_3;0.2;1;0.33;0.1497895;0.397233571
516;18/04/2003;16/12/2003;func_011;cat_5;cat_02;cat_147;cat_2;cat_01;cat_4;cat_3;0.24;1;0.33;0.1539908;0.293471529
516;16/12/2003;19/06/2005;func_038;cat_3;cat_02;cat_147;cat_2;cat_01;cat_4;cat_3;0.08;1;0.42;0.1651895;0.611516217
516;30/05/2006;10/06/2007;func_151;cat_5;cat_02;cat_147;cat_2;cat_01;cat_4;cat_3;0.2;1;0.33;0.1497895;0.430943605
1215;28/05/2004;28/05/2005;func_039;cat_3;cat_19;cat_307;cat_2;cat_01;cat_4;cat_3;0.04;1;0.42;0.159334;0.418672888
1215;20/09/2003;28/05/2004;func_170;cat_3;cat_19;cat_307;cat_2;cat_01;cat_4;cat_4;0.12;1;0.42;0.1662627;0.301406879
843;15/12/2004;29/11/2005;func_000;cat_2;cat_04;cat_091;cat_1;cat_01;cat_4;cat_2;0.08;1;0.33;0.1683052;0.40211861
843;29/11/2005;18/11/2006;func_105;cat_4;cat_04;cat_091;cat_1;cat_01;cat_4;cat_2;0.08;1;0.42;0.1778843;0.406398474
843;18/11/2006;9/07/2007;func_177;cat_2;cat_04;cat_091;cat_1;cat_01;cat_4;cat_2;0.08;1;0.33;0.1683052;0.285354345
843;9/07/2007;5/12/2007;func_239;cat_4;cat_04;cat_091;cat_1;cat_01;cat_4;cat_2;0.2;1;0.5;0.1989209;0.214489306
843;21/08/2004;15/12/2004;func_241;cat_4;cat_04;cat_091;cat_1;cat_01;cat_4;cat_2;0.2;1;0.67;0.2091503;0.190379603
1209;24/11/2003;7/10/2004;func_177;cat_2;cat_08;cat_405;cat_2;cat_01;cat_4;cat_3;0;1;0.33;0.1780908;0.3685248
467;1/01/2000;25/04/2000;func_000;cat_4;cat_04;cat_346;cat_2;cat_01;cat_4;cat_2;0;1;0.42;0.1638301;0.190379603
467;25/04/2000;18/10/2000;func_105;cat_4;cat_04;cat_346;cat_2;cat_01;cat_4;cat_2;0;1;0.42;0.1638301;0.235451944
572;18/10/2000;21/12/2001;func_177;cat_2;cat_04;cat_095;cat_2;cat_01;cat_1;cat_4;0.16;0.8;0.33;0.181015;0.487609931
572;21/12/2001;26/01/2002;func_216;cat_2;cat_04;cat_095;cat_2;cat_01;cat_1;cat_4;0.24;0.8;0.42;0.211585;0.142702348
572;26/01/2002;26/01/2002;func_216;cat_2;cat_04;cat_095;cat_2;cat_01;cat_1;cat_4;0.24;0.8;0.42;0.211585;0.023712937
572;26/01/2002;26/01/2002;func_226;cat_7;cat_04;cat_095;cat_2;cat_01;cat_1;cat_4;0;0.8;0.42;0.211585;0.023712937
572;22/12/2004;22/12/2004;func_226;cat_7;cat_04;cat_095;cat_2;cat_01;cat_1;cat_4;0;0.8;0.42;0.211585;0.03807339
943;26/07/2004;26/05/2006;func_000;cat_2;cat_08;cat_391;cat_2;cat_01;cat_4;cat_4;0.28;1;0.33;0.1573837;0.7067876
943;24/12/2002;26/07/2004;func_177;cat_2;cat_08;cat_391;cat_2;cat_01;cat_4;cat_4;0.28;1;0.33;0.1573837;0.636796941
464;19/05/2005;1/04/2006;func_155;cat_3;cat_02;cat_149;cat_2;cat_01;cat_4;cat_4;0;0.4;0.33;0.1437908;0.368345964
792;9/07/2003;14/06/2004;func_005;cat_2;cat_04;cat_083;cat_1;cat_01;cat_4;cat_3;0.04;1;0.25;0.1480725;0.392934794
792;14/06/2004;16/10/2005;func_024;cat_2;cat_04;cat_083;cat_1;cat_01;cat_4;cat_3;0.04;1;0.33;0.1513627;0.551624077
439;6/03/2005;6/03/2005;func_028;cat_7;cat_04;cat_190;cat_2;cat_01;cat_1;cat_3;0.24;1;0.75;0.3888889;0.047822639
439;6/03/2005;20/04/2006;func_184;cat_7;cat_04;cat_190;cat_2;cat_01;cat_1;cat_3;0.24;1;0.67;0.3788235;0.467653835
1199;1/01/2000;15/03/2001;func_000;cat_7;cat_04;cat_095;cat_2;cat_01;cat_3;cat_2;0.36;1;0.5;0.2160987;0.499508191
159;1/01/2000;24/06/2000;func_000;cat_3;cat_02;cat_133;cat_2;cat_01;cat_3;cat_4;0.2;1;0.33;0.1577255;0.235451944
159;24/06/2000;6/09/2001;func_151;cat_3;cat_02;cat_133;cat_2;cat_01;cat_3;cat_4;0.2;1;0.33;0.1577255;0.498293445
863;31/05/2004;31/05/2004;func_052;cat_2;cat_04;cat_203;cat_2;cat_01;cat_7;cat_4;0.12;1;0.58;0.1797;0.055285025
863;6/09/2001;12/04/2002;func_177;cat_2;cat_04;cat_203;cat_2;cat_01;cat_7;cat_4;0.08;1;0.33;0.1642556;0.270895566
863;31/05/2004;31/05/2004;func_223;cat_2;cat_04;cat_203;cat_2;cat_01;cat_7;cat_2;0.16;0.8;0.58;0.1856013;0.091314962
863;31/05/2004;31/05/2004;func_230;cat_4;cat_04;cat_203;cat_2;cat_01;cat_7;cat_2;0.08;1;0.58;0.2191196;0.111409363
706;4/04/2004;7/03/2005;func_105;cat_4;cat_04;cat_452;cat_2;cat_01;cat_4;cat_2;0.04;1;0.42;0.1817699;0.388618358
219;3/11/2004;3/11/2004;func_000;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_4;0.2;1;0.58;0.2026915;0.073807885
219;24/02/2005;24/02/2005;func_025;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_4;0.32;0.8;0.67;0.2538359;0.073980415
219;24/02/2005;24/02/2005;func_025;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_3;0.4;1;0.67;0.2920131;0.037977134
219;3/11/2004;3/11/2004;func_052;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_4;0.2;1;0.58;0.2026915;0.041067027
219;3/11/2004;24/02/2005;func_094;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_3;0.2;1;0.58;0.2155105;0.1886094
219;24/02/2005;16/03/2005;func_217;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_3;0.4;1;0.67;0.2920131;0.134740213
219;3/11/2004;3/11/2004;func_241;cat_2;cat_04;cat_141;cat_2;cat_01;cat_1;cat_3;0.48;0.8;0.67;0.3238131;0.055285025
219;24/02/2005;24/02/2005;func_241;cat_2;cat_02;cat_141;cat_2;cat_01;cat_1;cat_3;0.36;1;0.67;0.283085;0.032346166
240;1/01/2000;1/01/2000;func_000;cat_2;cat_08;cat_395;cat_1;cat_01;cat_1;cat_3;0.24;1;0.42;0.169934;0.118687679
240;1/01/2000;13/03/2001;func_216;cat_2;cat_08;cat_395;cat_1;cat_01;cat_1;cat_3;0.24;1;0.42;0.169934;0.496671739
1076;11/03/2004;8/02/2005;func_000;cat_7;cat_04;cat_203;cat_2;cat_01;cat_4;cat_3;0.08;1;0.42;0.1562523;0.385662712
1076;28/09/2003;11/03/2004;func_050;cat_7;cat_04;cat_203;cat_2;cat_01;cat_4;cat_4;0.32;1;0.5;0.2101235;0.226268128
1076;13/03/2001;20/10/2002;func_051;cat_7;cat_04;cat_203;cat_2;cat_01;cat_4;cat_3;0.08;1;0.42;0.1562523;0.643077195
146;4/05/2003;22/06/2004;func_187;cat_3;cat_11;cat_153;cat_2;cat_01;cat_3;cat_4;0.24;1;0.5;0.2018209;0.472285199
538;23/05/2004;19/06/2005;func_000;cat_2;cat_04;cat_164;cat_2;cat_01;cat_1;cat_2;0.4;1;0.42;0.2187771;0.448629039
538;23/05/2004;23/05/2004;func_096;cat_2;cat_04;cat_164;cat_2;cat_01;cat_1;cat_2;0.52;1;0.58;0.2651732;0.023712937
538;19/06/2005;4/02/2006;func_216;cat_2;cat_04;cat_164;cat_2;cat_01;cat_1;cat_2;0.4;1;0.42;0.2187771;0.281678121
1238;31/10/2003;1/05/2004;func_195;cat_4;cat_04;cat_225;cat_2;cat_01;cat_1;cat_2;0.04;1;0.67;0.2071464;0.240819944
1238;1/05/2004;25/05/2005;func_222;cat_4;cat_04;cat_225;cat_2;cat_01;cat_1;cat_2;0.24;1;0.67;0.5364641;0.44484955
563;21/08/2004;15/10/2005;func_000;cat_7;cat_04;cat_141;cat_1;cat_01;cat_1;cat_2;0.24;1;0.58;0.2296948;0.478076084
563;15/10/2005;15/10/2005;func_101;cat_7;cat_04;cat_141;cat_1;cat_01;cat_1;cat_2;0.24;1;0.58;0.2296948;0.11918436
563;21/08/2004;21/08/2004;func_212;cat_7;cat_04;cat_141;cat_1;cat_01;cat_1;cat_2;0.32;1;0.67;0.2533033;0.023712937
600;24/12/2002;25/02/2004;func_000;cat_5;cat_02;cat_133;cat_2;cat_01;cat_1;cat_4;0.44;0.8;0.58;0.2118327;0.486523023
600;24/12/2002;24/12/2002;func_115;cat_5;cat_02;cat_133;cat_2;cat_01;cat_1;cat_4;0.44;0.8;0.58;0.2118327;0.023712937
34;25/07/2003;11/06/2004;func_027;cat_2;cat_04;cat_168;cat_2;cat_01;cat_1;cat_4;0.16;0.8;0.58;0.2494608;0.373713045
997;19/12/2003;20/07/2005;func_010;cat_3;cat_02;cat_133;cat_1;cat_01;cat_4;cat_5;0.24;0.9;0.42;0.1945673;0.636719902
1072;10/08/2003;17/10/2003;func_000;cat_2;cat_04;cat_234;cat_2;cat_01;cat_1;cat_2;0.24;0.8;0.5;0.1938641;0.160037772
1072;17/10/2003;2/12/2004;func_022;cat_2;cat_04;cat_234;cat_2;cat_01;cat_1;cat_2;0.24;0.8;0.5;0.1938641;0.470053235
1072;10/08/2003;10/08/2003;func_101;cat_2;cat_04;cat_234;cat_2;cat_01;cat_1;cat_2;0.48;0.8;0.58;0.2342869;0.111646763
1204;1/01/2000;1/01/2000;func_000;cat_2;cat_04;cat_188;cat_1;cat_01;cat_1;cat_4;0.12;1;0.58;0.2026915;0.068785277
1204;1/01/2000;14/03/2001;func_113;cat_2;cat_04;cat_188;cat_1;cat_01;cat_1;cat_4;0.12;1;0.58;0.2026915;0.498293445
363;13/10/2005;23/09/2006;func_000;cat_3;cat_02;cat_147;cat_2;cat_01;cat_4;cat_4;0.12;1;0.33;0.1524359;0.397233571
363;2/03/2005;13/10/2005;func_084;cat_3;cat_02;cat_147;cat_2;cat_01;cat_4;cat_4;0.36;0.8;0.58;0.2072837;0.27807603
363;24/12/2002;9/05/2003;func_151;cat_3;cat_02;cat_147;cat_2;cat_01;cat_4;cat_4;0.12;1;0.33;0.1524359;0.204643801
363;20/12/2003;2/03/2005;func_159;cat_3;cat_02;cat_147;cat_2;cat_01;cat_4;cat_4;0.2;0.8;0.42;0.1686327;0.496942481
363;9/05/2003;20/12/2003;func_224;cat_3;cat_02;cat_147;cat_2;cat_01;cat_4;cat_4;0.12;1;0.42;0.1607778;0.27783899
363;23/09/2006;19/02/2007;func_239;cat_3;cat_02;cat_147;cat_2;cat_01;cat_4;cat_4;0.44;1;0.67;0.2217582;0.214489306
179;1/01/2000;15/05/2001;func_000;cat_2;cat_05;cat_458;cat_2;cat_01;cat_4;cat_2;0.2;1;0.42;0.1879431;0.562437767
179;15/05/2001;7/12/2002;func_216;cat_2;cat_05;cat_458;cat_2;cat_01;cat_4;cat_2;0.2;1;0.42;0.1879431;0.628976962
998;9/02/2005;22/06/2006;func_229;cat_2;cat_04;cat_203;cat_2;cat_01;cat_4;cat_2;0.04;1;0.33;0.1976471;0.559745438
131;17/02/2005;17/02/2006;func_007;cat_2;cat_19;cat_030;cat_2;cat_01;cat_4;cat_3;0.04;1;0.42;0.2226837;0.418285786
539;1/01/2000;8/11/2000;func_000;cat_2;cat_02;cat_093;cat_2;cat_01;cat_4;cat_2;0.16;1;0.33;0.1592719;0.363280098
539;2/03/2002;20/09/2003;func_096;cat_2;cat_11;cat_093;cat_2;cat_01;cat_4;cat_2;0.32;1;0.58;0.2078078;0.625908391
539;8/11/2000;2/03/2002;func_177;cat_2;cat_02;cat_093;cat_2;cat_01;cat_4;cat_2;0.16;1;0.33;0.1592719;0.540379712
874;31/03/2004;20/10/2005;func_000;cat_7;cat_04;cat_093;cat_1;cat_01;cat_4;cat_4;0.04;1;0.33;0.1471451;0.626545734
874;24/12/2002;31/03/2004;func_163;cat_7;cat_04;cat_093;cat_1;cat_01;cat_4;cat_4;0.04;1;0.33;0.1471451;0.523712937
188;6/05/2004;25/10/2005;func_155;cat_3;cat_15;cat_063;cat_2;cat_01;cat_4;cat_2;0.04;0.9;0.33;0.2090039;0.597825671
1029;19/04/2003;1/10/2003;func_000;cat_5;cat_02;cat_139;cat_2;cat_01;cat_1;cat_4;0.08;1;0.33;0.2890013;0.226412105
1029;24/12/2002;19/04/2003;func_151;cat_5;cat_02;cat_139;cat_2;cat_01;cat_1;cat_4;0.08;1;0.33;0.2890013;0.190379603
468;12/05/2003;16/12/2003;func_177;cat_2;cat_09;cat_224;cat_2;cat_01;cat_1;cat_2;0.08;1;0.33;0.1567098;0.270895566
554;26/07/2003;1/01/2004;func_000;cat_2;cat_04;cat_048;cat_2;cat_01;cat_4;cat_3;0.16;1;0.42;0.163049;0.222086553
554;2/04/2003;26/07/2003;func_096;cat_4;cat_04;cat_043;cat_2;cat_01;cat_4;cat_3;0.24;1;0.58;0.2209686;0.190379603
554;1/01/2004;19/08/2005;func_105;cat_2;cat_04;cat_048;cat_2;cat_01;cat_4;cat_3;0.16;1;0.42;0.163049;0.650731626
762;29/05/2003;4/08/2004;func_000;cat_7;cat_04;cat_191;cat_2;cat_01;cat_1;cat_3;0.28;1;0.58;0.2462052;0.491704721
762;24/12/2002;29/05/2003;func_101;cat_7;cat_04;cat_191;cat_2;cat_01;cat_1;cat_3;0.28;1;0.58;0.2462052;0.219670671
1078;4/08/2004;3/08/2005;func_000;cat_2;cat_05;cat_409;cat_2;cat_03;cat_4;cat_4;0.08;1;0.33;0.1365641;0.418285786
1078;16/05/2007;8/02/2008;func_001;cat_2;cat_05;cat_409;cat_2;cat_03;cat_4;cat_4;0.08;1;0.33;0.1648379;0.31847472
1078;17/10/2004;25/03/2005;func_155;cat_3;cat_05;cat_428;cat_2;cat_03;cat_4;cat_4;0.08;1;0.42;0.1828856;0.221951691
1078;18/05/2006;16/05/2007;func_157;cat_2;cat_05;cat_409;cat_2;cat_03;cat_4;cat_4;0.08;1;0.33;0.1365641;0.417009132
1078;25/03/2005;18/05/2006;func_187;cat_3;cat_05;cat_409;cat_2;cat_03;cat_4;cat_4;0.12;0.8;0.25;0.1507765;0.476315227
171;22/08/2004;28/11/2004;func_000;cat_7;cat_04;cat_198;cat_1;cat_01;cat_2;cat_3;0.08;1;0.17;0.1249072;0.178741971
171;27/08/2003;22/08/2004;func_099;cat_7;cat_04;cat_198;cat_1;cat_01;cat_2;cat_3;0.16;1;0.17;0.1332248;0.414854171
171;27/08/2003;27/08/2003;func_100;cat_7;cat_04;cat_198;cat_1;cat_01;cat_2;cat_3;0.12;1;0.17;0.1305967;0.047822639
171;22/08/2004;22/08/2004;func_100;cat_7;cat_04;cat_198;cat_1;cat_01;cat_2;cat_4;0.36;1;0.17;0.1519105;0.041067027
171;28/11/2004;28/11/2004;func_163;cat_7;cat_04;cat_198;cat_1;cat_01;cat_2;cat_3;0.08;1;0.17;0.1249072;0.074153278
359;1/01/2000;6/09/2001;func_000;cat_7;cat_04;cat_199;cat_1;cat_01;cat_7;cat_3;0.36;1;0.33;0.1886013;0.666174857
842;8/11/2003;14/05/2006;func_039;cat_3;cat_02;cat_088;cat_2;cat_01;cat_4;cat_3;0.24;1;0.33;0.164617;0.818813022
115;9/01/2005;25/08/2006;func_000;cat_2;cat_04;cat_207;cat_2;cat_01;cat_4;cat_2;0.48;0.8;0.42;0.1982092;0.647990913
115;25/08/2006;21/09/2007;func_216;cat_2;cat_04;cat_207;cat_2;cat_01;cat_4;cat_2;0.48;0.8;0.42;0.1982092;0.448344788
115;6/09/2004;9/01/2005;func_228;cat_2;cat_04;cat_207;cat_2;cat_01;cat_4;cat_2;0.6;0.8;0.42;0.2135229;0.196768068
348;26/12/2005;24/11/2006;func_000;cat_2;cat_04;cat_163;cat_1;cat_01;cat_4;cat_3;0.04;1;0.5;0.1604654;0.384704295
348;24/11/2006;20/05/2008;func_022;cat_2;cat_04;cat_163;cat_1;cat_01;cat_4;cat_3;0.04;1;0.5;0.1604654;0.603835133
348;6/02/2004;19/09/2004;func_101;cat_7;cat_04;cat_163;cat_1;cat_01;cat_4;cat_3;0.2;1;0.58;0.2212346;0.27831343
348;19/09/2004;26/12/2005;func_196;cat_7;cat_04;cat_163;cat_1;cat_01;cat_4;cat_3;0.04;1;0.5;0.1842255;0.523964319
549;4/04/2004;16/02/2005;func_105;cat_4;cat_04;cat_180;cat_1;cat_01;cat_4;cat_3;0.04;1;0.42;0.1718549;0.368345964
549;16/02/2005;2/08/2006;func_177;cat_2;cat_04;cat_180;cat_1;cat_01;cat_4;cat_4;0.12;1;0.33;0.186868;0.593943395
401;6/06/2005;26/05/2006;func_000;cat_2;cat_04;cat_164;cat_2;cat_01;cat_4;cat_2;0.12;1;0.33;0.1603699;0.407141218
401;26/05/2006;2/10/2007;func_177;cat_2;cat_04;cat_164;cat_2;cat_01;cat_4;cat_2;0.12;1;0.33;0.1603699;0.555731023
401;4/05/2003;16/03/2004;func_216;cat_2;cat_04;cat_164;cat_2;cat_01;cat_4;cat_2;0.28;0.8;0.42;0.189715;0.368345964
401;16/03/2004;6/06/2005;func_227;cat_4;cat_04;cat_164;cat_2;cat_01;cat_4;cat_2;0.04;0.8;0.42;0.1931863;0.506926867
585;24/11/2003;1/05/2005;func_177;cat_2;cat_08;cat_361;cat_1;cat_01;cat_4;cat_2;0.04;1;0.33;0.1544464;0.585533631
461;30/06/2005;9/05/2006;func_000;cat_2;cat_08;cat_367;cat_2;cat_01;cat_4;cat_4;0.2;1;0.33;0.1489359;0.363280098
461;29/10/2003;30/06/2005;func_096;cat_2;cat_08;cat_367;cat_2;cat_01;cat_4;cat_4;0.28;0.8;0.25;0.1702275;0.662415619
461;24/12/2002;18/05/2003;func_177;cat_2;cat_08;cat_367;cat_2;cat_01;cat_4;cat_4;0.2;1;0.33;0.1489359;0.211050836
461;18/05/2003;29/10/2003;func_216;cat_2;cat_08;cat_367;cat_2;cat_01;cat_4;cat_4;0.24;0.8;0.42;0.1607778;0.226268128
133;15/03/2004;23/08/2006;func_000;cat_2;cat_11;cat_131;cat_2;cat_01;cat_4;cat_2;0.28;1;0.33;0.1843889;0.811409417
133;24/12/2002;15/03/2004;func_177;cat_2;cat_11;cat_131;cat_2;cat_01;cat_4;cat_2;0.28;1;0.33;0.1843889;0.506926867
331;15/10/2003;15/10/2003;func_015;cat_3;cat_02;cat_085;cat_2;cat_01;cat_7;cat_2;0;0.8;0.25;0.1146627;0.025507152
331;15/10/2003;26/10/2004;func_039;cat_3;cat_02;cat_085;cat_2;cat_01;cat_7;cat_2;0.04;0.5;0.33;0.1359098;0.431374761
452;20/01/2005;1/12/2005;func_101;cat_7;cat_04;cat_019;cat_1;cat_01;cat_4;cat_2;0.12;1;0.58;0.2431065;0.365351334
452;15/05/2004;20/01/2005;func_212;cat_7;cat_04;cat_019;cat_1;cat_01;cat_4;cat_4;0.2;1;0.67;0.2791876;0.301137377
962;16/11/2003;28/03/2005;func_177;cat_2;cat_09;cat_228;cat_2;cat_01;cat_4;cat_4;0.04;1;0.33;0.1489928;0.559745438
